order_id,customer_id,order_date,order_total,status
O00210,C0238,2024-11-08,31662.47,Delivered
O00211,C0645,2025-06-11,5407.57,Delivered
O00212,C0611,2025-10-01,9524.32,Delivered
O00213,C0543,2025-10-31,24179.94,Delivered
O00214,C0322,2025-05-06,28066.44,Delivered
O00215,C0254,2025-05-24,15115.26,Delivered
O00216,C0060,2024-01-19,17642.82,Delivered
O00217,C0548,2024-10-31,12360.74,Delivered
O00218,C0125,2024-03-16,4743.7,Delivered
O00219,C0563,2025-09-26,1470.47,Delivered
O00220,C0297,2025-06-20,21468.49,Cancelled
O00221,C0401,2024-01-30,14136.51,Delivered
O00222,C0292,2025-02-03,29966.52,Delivered
O00223,C0217,2024-06-10,7305.51,Delivered
O00224,C0232,2024-01-30,20590.61,Delivered
O00225,C0530,2024-11-23,21824.15,Delivered
O00226,C0175,2025-10-29,2257.99,Delivered
O00227,C0367,2025-05-07,25961.87,Delivered
O00228,C0196,2024-10-29,18502.07,Delivered
O00229,C0154,2024-06-12,17695.03,Delivered
O00230,C0132,2024-08-07,1560.48,Delivered
O00231,C0155,2025-01-11,23816.2,Delivered
O00232,C0565,2025-08-07,11823.54,Delivered
O00233,C0322,2024-06-19,6173.28,Delivered
O00234,C0001,2025-03-28,14505.0,Returned
O00235,C0284,2025-11-03,10930.25,Returned
O00236,C0620,2025-03-29,7137.23,Delivered
O00237,C0021,2025-01-30,8472.02,Delivered
O00238,C0240,2024-05-18,10019.07,Delivered
O00239,C0215,2025-07-25,9477.52,Delivered
O00240,C0057,2025-03-03,23922.73,Delivered
O00241,C0007,2024-02-09,989.24,Delivered
O00242,C0133,2024-09-30,26755.55,Cancelled
O00243,C0021,2024-10-16,10452.49,Delivered
O00244,C0558,2025-03-07,18878.89,Delivered
O00245,C0209,2025-12-06,12691.72,Delivered
O00246,C0242,2024-12-18,20880.45,Delivered
O00247,C0386,2024-11-23,1099.15,Delivered
O00248,C0435,2025-12-12,13138.33,Delivered
O00249,C0327,2025-09-07,12004.84,Delivered
O00250,C0279,2025-03-18,8570.63,Delivered
O00251,C0348,2025-05-19,18426.28,Delivered
O00252,C0380,2024-04-07,15571.03,Delivered
O00253,C0344,2024-07-29,12886.0,Delivered
O00254,C0549,2024-01-24,11740.83,Delivered
O00255,C0525,2025-12-06,19784.93,Delivered
O00256,C0206,2025-04-22,16743.14,Delivered
O00257,C0345,2024-12-21,14074.08,Delivered
O00258,C0136,2024-11-28,19861.97,Delivered
O00259,C0492,2024-06-26,10771.9,Delivered
O00260,C0640,2025-01-04,12111.33,Delivered
O00261,C0401,2025-01-06,727.03,Delivered
O00262,C0196,2024-03-16,11646.79,Delivered
O00263,C0281,2024-04-21,14797.38,Delivered
O00264,C0574,2025-02-12,13555.56,Delivered
O00265,C0589,2025-01-30,4747.84,Delivered
O00266,C0258,2025-02-07,15867.53,Delivered
O00267,C0124,2025-09-10,16847.29,Delivered
O00268,C0176,2025-04-03,14262.74,Delivered
O00269,C0241,2024-07-05,26224.48,Delivered
O00270,C0555,2024-11-03,24683.39,Delivered
O00271,C0289,2024-07-01,25343.79,Delivered
O00272,C0522,2024-12-08,5949.1,Delivered
O00273,C0363,2025-07-02,3154.23,Delivered
O00274,C0431,2025-01-03,19748.14,Cancelled
O00275,C0221,2025-06-29,16543.44,Delivered
O00276,C0363,2025-10-27,1238.29,Delivered
O00277,C0292,2025-07-05,4822.28,Delivered
O00278,C0364,2025-09-11,12462.28,Delivered
O00279,C0010,2025-02-10,24945.75,Delivered
O00280,C0562,2025-07-15,17385.47,Delivered
O00281,C0542,2024-07-24,12230.58,Delivered
O00282,C0329,2024-03-12,22200.03,Delivered
O00283,C0370,2025-02-19,15995.93,Delivered
O00284,C0507,2024-04-08,21720.05,Delivered
O00285,C0632,2025-04-30,2687.65,Cancelled
O00286,C0584,2025-06-17,7867.04,Delivered
O00287,C0500,2024-08-25,2277.52,Delivered
O00288,C0327,2024-11-20,2940.93,Delivered
O00289,C0242,2025-10-12,6206.59,Delivered
O00290,C0371,2024-08-12,4835.29,Delivered
O00291,C0643,2024-06-19,10221.52,Delivered
O00292,C0537,2024-12-04,3786.01,Delivered
O00293,C0650,2025-04-12,8238.75,Delivered
O00294,C0545,2024-07-31,2476.11,Delivered
O00295,C0173,2025-07-02,4492.0,Delivered
O00296,C0442,2025-06-08,11183.11,Delivered
O00297,C0340,2024-06-21,1429.18,Delivered
O00298,C0410,2025-04-29,8806.88,Delivered
O00299,C0607,2024-07-07,11517.2,Delivered
O00300,C0206,2024-08-03,23183.01,Delivered
O00301,C0384,2025-04-29,8678.95,Delivered
O00302,C0183,2024-06-26,33558.04,Delivered
O00303,C0114,2025-06-06,4258.13,Delivered
O00304,C0584,2025-02-28,12843.15,Delivered
O00305,C0125,2024-09-05,22896.33,Delivered
O00306,C0017,2025-08-05,22421.26,Delivered
O00307,C0405,2025-02-16,10716.8,Delivered
O00308,C0017,2025-03-16,923.92,Delivered
O00309,C0378,2025-05-22,19364.56,Delivered
O00310,C0252,2025-07-13,9060.12,Delivered
O00311,C0179,2024-09-02,15804.33,Delivered
O00312,C0259,2024-04-18,20493.38,Delivered
O00313,C0615,2025-02-11,5611.84,Delivered
O00314,C0478,2024-03-16,832.84,Cancelled
O00315,C0262,2025-11-08,20515.72,Delivered
O00316,C0195,2024-07-12,30079.42,Delivered
O00317,C0336,2024-05-20,11651.95,Delivered
O00318,C0359,2025-09-28,19006.35,Delivered
O00319,C0537,2024-02-06,7083.33,Returned
O00320,C0620,2024-12-31,8100.05,Delivered
O00321,C0425,2025-11-09,10124.6,Delivered
O00322,C0475,2025-08-04,24340.25,Cancelled
O00323,C0136,2024-06-28,4173.27,Delivered
O00324,C0614,2024-02-26,6499.18,Delivered
O00325,C0010,2025-10-04,2257.99,Delivered
O00326,C0018,2025-10-06,5065.28,Delivered
O00327,C0505,2025-10-20,37379.14,Delivered
O00328,C0288,2024-05-11,6656.39,Delivered
O00329,C0402,2024-08-20,4088.91,Delivered
O00330,C0247,2024-08-23,19043.93,Delivered
O00331,C0231,2024-07-21,18186.12,Delivered
O00332,C0049,2024-09-12,4710.05,Delivered
O00333,C0353,2024-04-17,12873.25,Delivered
O00334,C0183,2025-01-05,17048.6,Delivered
O00335,C0199,2025-09-03,18256.62,Delivered
O00336,C0629,2025-11-23,11641.89,Delivered
O00337,C0003,2025-02-06,17691.16,Delivered
O00338,C0264,2024-08-24,17030.15,Delivered
O00339,C0266,2025-08-28,7374.97,Delivered
O00340,C0274,2024-07-10,3463.47,Delivered
O00341,C0376,2025-01-25,1357.72,Returned
O00342,C0342,2024-10-23,2330.98,Delivered
O00343,C0180,2025-03-24,19471.2,Delivered
O00344,C0482,2024-02-10,10675.1,Delivered
O00345,C0232,2025-09-08,13333.81,Delivered
O00346,C0196,2024-06-07,30000.03,Delivered
O00347,C0231,2024-01-25,15297.4,Delivered
O00348,C0567,2024-05-18,29925.22,Delivered
O00349,C0451,2024-10-08,10591.12,Delivered
O00350,C0198,2025-02-25,6052.68,Delivered
O00351,C0452,2024-11-26,6154.77,Delivered
O00352,C0566,2024-05-09,17817.32,Delivered
O00353,C0327,2024-11-19,15547.93,Delivered
O00354,C0102,2024-12-11,10380.14,Delivered
O00355,C0535,2024-03-27,18194.82,Returned
O00356,C0195,2025-12-23,15910.29,Delivered
O00357,C0260,2025-12-02,7094.56,Delivered
O00358,C0304,2025-12-14,18803.26,Delivered
O00359,C0092,2024-10-06,19983.59,Cancelled
O00360,C0441,2024-08-10,11658.69,Delivered
O00361,C0614,2025-07-24,9696.24,Delivered
O00362,C0058,2025-04-27,15440.36,Delivered
O00363,C0608,2025-07-24,18572.04,Delivered
O00364,C0137,2024-12-20,738.49,Delivered
O00365,C0618,2025-09-21,14863.1,Delivered
O00366,C0199,2025-07-09,2043.56,Delivered
O00367,C0562,2024-05-07,16008.33,Delivered
O00368,C0561,2024-09-22,18360.29,Delivered
O00369,C0189,2024-04-02,22339.94,Cancelled
O00370,C0312,2025-01-31,19628.86,Cancelled
O00371,C0547,2025-11-10,19576.22,Delivered
O00372,C0371,2025-04-22,12038.64,Delivered
O00373,C0345,2024-06-01,12485.27,Delivered
O00374,C0570,2024-05-13,14867.98,Delivered
O00375,C0304,2025-01-07,21888.95,Delivered
O00376,C0163,2025-04-25,17635.55,Delivered
O00377,C0310,2025-10-09,11239.76,Delivered
O00378,C0342,2024-07-27,12845.44,Delivered
O00379,C0553,2025-12-25,3277.12,Delivered
O00380,C0451,2024-04-04,16305.27,Delivered
O00381,C0250,2025-11-09,6613.9,Delivered
O00382,C0620,2024-07-16,10063.33,Delivered
O00383,C0457,2025-12-15,26348.75,Delivered
O00384,C0548,2025-09-01,21459.22,Delivered
O00385,C0642,2024-10-28,18077.68,Delivered
O00386,C0266,2025-06-14,25765.87,Delivered
O00387,C0513,2025-11-14,22702.01,Delivered
O00388,C0408,2025-04-23,7726.99,Delivered
O00389,C0423,2025-04-10,9271.03,Delivered
O00390,C0456,2024-11-29,14344.82,Delivered
O00391,C0518,2024-05-30,8052.86,Delivered
O00392,C0093,2024-04-05,1203.23,Cancelled
O00393,C0323,2024-08-05,3666.96,Delivered
O00394,C0471,2025-10-04,15622.11,Delivered
O00395,C0025,2025-05-28,11307.99,Delivered
O00396,C0454,2025-10-17,13499.41,Delivered
O00397,C0173,2025-04-07,20611.01,Delivered
O00398,C0012,2024-06-10,19015.33,Delivered
O00399,C0262,2025-02-15,9500.68,Delivered
O00400,C0226,2025-12-11,6430.63,Returned
O00401,C0365,2025-02-18,17893.78,Delivered
O00402,C0286,2024-01-09,4660.95,Delivered
O00403,C0380,2025-04-25,25868.73,Delivered
O00404,C0615,2025-11-19,21758.49,Delivered
O00405,C0434,2024-01-10,1066.27,Delivered
O00406,C0037,2024-08-23,6822.95,Returned
O00407,C0506,2025-07-22,2508.88,Delivered
O00408,C0294,2025-10-24,11155.99,Delivered
O00409,C0169,2024-08-20,26669.39,Delivered
O00410,C0640,2024-03-25,30289.28,Delivered
O00411,C0213,2025-07-25,8446.44,Delivered
O00412,C0410,2025-06-18,8109.48,Delivered
O00413,C0612,2024-06-04,5553.81,Delivered
O00414,C0352,2024-01-18,19176.9,Delivered
O00415,C0458,2024-08-07,6619.58,Cancelled
O00416,C0483,2025-05-09,24371.43,Delivered
O00417,C0509,2024-07-08,21255.93,Delivered
O00418,C0456,2024-06-30,13062.61,Delivered
O00419,C0048,2025-09-26,3647.3,Delivered
O00420,C0339,2025-10-30,2830.99,Delivered
O00421,C0406,2024-06-03,8768.98,Delivered
O00422,C0375,2025-05-08,6964.64,Delivered
O00423,C0606,2024-05-24,2217.41,Delivered
O00424,C0267,2024-07-18,3033.26,Delivered
O00425,C0191,2024-10-16,27917.0,Delivered
O00426,C0272,2025-01-19,4706.4,Delivered
O00427,C0505,2024-12-18,10275.21,Delivered
O00428,C0087,2024-09-11,3698.26,Delivered
O00429,C0409,2024-08-29,15678.91,Delivered
O00430,C0572,2024-10-17,3492.82,Delivered
O00431,C0535,2025-11-23,7678.12,Delivered
O00432,C0619,2025-04-06,7676.79,Delivered
O00433,C0578,2024-04-08,9653.52,Delivered
O00434,C0182,2024-02-09,20839.6,Delivered
O00435,C0549,2024-06-01,21924.67,Delivered
O00436,C0082,2024-04-02,8329.6,Delivered
O00437,C0461,2025-04-17,3795.17,Delivered
O00438,C0027,2024-07-11,25712.41,Returned
O00439,C0158,2025-01-16,11724.16,Delivered
O00440,C0619,2025-08-24,20162.51,Delivered
O00441,C0490,2024-03-10,10893.84,Delivered
O00442,C0008,2024-04-03,10429.75,Delivered
O00443,C0057,2025-08-20,13559.0,Delivered
O00444,C0251,2024-05-26,10997.98,Delivered
O00445,C0004,2025-03-21,9545.93,Delivered
O00446,C0285,2025-06-21,18003.65,Delivered
O00447,C0251,2025-10-25,1187.34,Delivered
O00448,C0028,2025-10-20,1255.04,Delivered
O00449,C0052,2025-12-14,16291.58,Delivered
O00450,C0065,2024-08-04,32590.92,Delivered
O00451,C0214,2025-11-07,3858.79,Delivered
O00452,C0219,2025-09-14,12778.85,Delivered
O00453,C0041,2025-05-02,3744.43,Delivered
O00454,C0197,2024-10-09,3244.77,Delivered
O00455,C0157,2025-12-01,20135.11,Delivered
O00456,C0419,2024-07-23,26068.99,Delivered
O00457,C0320,2024-12-10,4366.23,Delivered
O00458,C0466,2024-01-31,16166.05,Delivered
O00459,C0060,2025-08-24,14521.7,Delivered
O00460,C0311,2024-05-25,15878.97,Delivered
O00461,C0018,2025-11-02,16491.29,Delivered
O00462,C0236,2024-04-04,15946.26,Delivered
O00463,C0419,2025-03-22,5851.9,Delivered
O00464,C0344,2025-03-24,3822.04,Delivered
O00465,C0564,2024-11-29,7557.37,Delivered
O00466,C0234,2025-07-02,3306.95,Delivered
O00467,C0271,2025-09-16,13249.14,Delivered
O00468,C0052,2024-04-18,21712.64,Delivered
O00469,C0357,2025-08-04,7081.72,Delivered
O00470,C0499,2024-08-31,7792.53,Delivered
O00471,C0433,2024-03-29,27960.12,Cancelled
O00472,C0629,2025-02-26,13032.25,Cancelled
O00473,C0063,2025-10-01,4511.83,Returned
O00474,C0638,2025-02-05,14637.49,Delivered
O00475,C0245,2024-05-09,11571.68,Delivered
O00476,C0285,2024-05-03,7978.01,Delivered
O00477,C0113,2024-01-03,11548.27,Delivered
O00478,C0367,2024-04-26,4500.03,Delivered
O00479,C0388,2025-09-27,17588.74,Delivered
O00480,C0589,2024-02-14,6507.54,Delivered
O00481,C0435,2025-12-16,11399.18,Delivered
O00482,C0576,2024-07-03,11508.34,Delivered
O00483,C0452,2025-06-29,23055.81,Delivered
O00484,C0275,2025-03-25,18879.91,Delivered
O00485,C0646,2025-01-07,7722.82,Delivered
O00486,C0568,2025-01-31,27937.69,Delivered
O00487,C0117,2024-11-18,22092.4,Delivered
O00488,C0112,2024-07-28,3869.36,Delivered
O00489,C0361,2024-11-02,17400.89,Delivered
O00490,C0016,2025-04-28,21046.58,Delivered
O00491,C0056,2025-03-18,21924.68,Delivered
O00492,C0283,2025-03-09,20324.99,Delivered
O00493,C0487,2025-05-28,1568.8,Delivered
O00494,C0562,2025-04-03,10307.65,Delivered
O00495,C0314,2025-04-09,13640.61,Delivered
O00496,C0548,2025-07-17,16588.21,Delivered
O00497,C0362,2024-08-13,8907.29,Delivered
O00498,C0068,2025-05-20,23438.23,Returned
O00499,C0546,2025-08-11,11738.92,Delivered
O00500,C0103,2025-05-09,6332.18,Delivered
O00501,C0474,2024-06-17,30156.25,Delivered
O00502,C0359,2024-09-28,26856.94,Delivered
O00503,C0347,2025-06-28,23668.55,Delivered
O00504,C0541,2024-12-21,17682.38,Delivered
O00505,C0608,2024-08-19,5949.1,Delivered
O00506,C0376,2025-08-29,2311.53,Delivered
O00507,C0024,2024-04-01,17361.66,Delivered
O00508,C0390,2024-11-06,11329.72,Delivered
O00509,C0310,2024-05-05,4826.76,Delivered
O00510,C0477,2025-05-22,7177.88,Delivered
O00511,C0478,2025-12-24,36484.41,Delivered
O00512,C0451,2024-12-15,7013.34,Delivered
O00513,C0060,2024-10-12,7679.58,Delivered
O00514,C0597,2025-04-17,3471.84,Delivered
O00515,C0081,2024-10-27,27027.36,Returned
O00516,C0423,2024-03-15,16902.41,Delivered
O00517,C0216,2025-07-05,16385.86,Delivered
O00518,C0435,2024-10-17,8713.89,Delivered
O00519,C0575,2025-02-08,27580.54,Delivered
O00520,C0381,2024-08-26,33307.36,Delivered
O00521,C0431,2024-02-12,19156.35,Delivered
O00522,C0502,2025-10-22,15306.78,Delivered
O00523,C0123,2024-06-14,24333.09,Delivered
O00524,C0208,2024-12-19,24813.17,Delivered
O00525,C0072,2025-08-21,11171.51,Delivered
O00526,C0292,2025-08-20,24691.24,Delivered
O00527,C0435,2025-08-12,32305.1,Delivered
O00528,C0135,2024-06-10,6665.15,Delivered
O00529,C0540,2024-09-21,4866.1,Delivered
O00530,C0374,2024-12-06,11932.6,Delivered
O00531,C0350,2024-01-29,24728.68,Delivered
O00532,C0208,2025-10-14,29376.31,Delivered
O00533,C0437,2024-10-02,8536.65,Delivered
O00534,C0309,2024-07-01,11822.26,Delivered
O00535,C0002,2025-01-15,3788.58,Delivered
O00536,C0036,2024-10-12,16420.74,Delivered
O00537,C0011,2024-08-10,1536.21,Delivered
O00538,C0596,2025-08-27,21023.5,Delivered
O00539,C0641,2024-11-10,25392.13,Delivered
O00540,C0611,2025-08-30,21662.7,Delivered
O00541,C0517,2024-04-21,11302.22,Delivered
O00542,C0177,2025-12-01,23065.19,Delivered
O00543,C0211,2024-12-28,6184.77,Delivered
O00544,C0623,2024-07-16,4316.73,Delivered
O00545,C0435,2024-03-19,10640.68,Delivered
O00546,C0010,2024-12-28,7746.48,Delivered
O00547,C0124,2025-04-23,10712.99,Delivered
O00548,C0011,2025-11-06,9176.15,Delivered
O00549,C0121,2025-12-24,5033.44,Delivered
O00550,C0650,2024-10-07,3277.12,Delivered
O00551,C0361,2024-12-27,2525.03,Delivered
O00552,C0628,2025-09-18,3355.58,Delivered
O00553,C0330,2024-07-24,5889.14,Delivered
O00554,C0107,2024-08-30,9444.33,Delivered
O00555,C0588,2025-11-30,5722.43,Delivered
O00556,C0496,2024-12-17,3863.5,Delivered
O00557,C0576,2025-08-01,33706.65,Delivered
O00558,C0645,2024-09-24,5910.92,Delivered
